date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
21:08:29	116/116	---M-Z	200	added ('OK')	text/plain	date:Sat,%2026%20Aug%202023%2000:08:28%20GMT	https://marinio.peerduck.com/robots.txt		(from )
21:08:30	320267/320267	---M-Z	200	added ('OK')	text/html	date:Sat,%2026%20Aug%202023%2000:08:28%20GMT	https://marinio.peerduck.com/home-scuba-diving-2/	C:/Users/nican/OneDrive/Escritorio/Cholo/cholo2/marinio.peerduck.com/home-scuba-diving-2/index.html	(from )
21:08:30	24886/24886	---MCZ	200	added ('OK')	text/css	etag:W/%2262923fbf-6136%22	https://marinio.b-cdn.net/wp-content/uploads/premium-addons-elementor/pa-frontend-48caf9158.min.css?ver=1692974350	C:/Users/nican/OneDrive/Escritorio/Cholo/cholo2/marinio.b-cdn.net/wp-content/uploads/premium-addons-elementor/pa-frontend-48caf9158.min49b7.css	(from https://marinio.peerduck.com/home-scuba-diving-2/)
21:08:30	12648/12648	---MCZ	200	added ('OK')	text/css	etag:W/%2264de82c5-3168%22	https://marinio.b-cdn.net/wp-content/plugins/woocommerce/packages/woocommerce-blocks/build/wc-blocks.css?ver=10.6.5	C:/Users/nican/OneDrive/Escritorio/Cholo/cholo2/marinio.b-cdn.net/wp-content/plugins/woocommerce/packages/woocommerce-blocks/build/wc-blocks4031.css	(from https://marinio.peerduck.com/home-scuba-diving-2/)
21:08:31	13525/13525	---MCZ	200	added ('OK')	text/css	etag:W/%2264de82c3-34d5%22	https://marinio.b-cdn.net/wp-content/plugins/woocommerce/packages/woocommerce-blocks/build/active-filters.css?ver=10.6.5	C:/Users/nican/OneDrive/Escritorio/Cholo/cholo2/marinio.b-cdn.net/wp-content/plugins/woocommerce/packages/woocommerce-blocks/build/active-filters4031.css	(from https://marinio.peerduck.com/home-scuba-diving-2/)
21:08:31	987/987	---MCZ	200	added ('OK')	text/css	etag:W/%2264de82c3-3db%22	https://marinio.b-cdn.net/wp-content/plugins/woocommerce/packages/woocommerce-blocks/build/add-to-cart-form.css?ver=10.6.5	C:/Users/nican/OneDrive/Escritorio/Cholo/cholo2/marinio.b-cdn.net/wp-content/plugins/woocommerce/packages/woocommerce-blocks/build/add-to-cart-form4031.css	(from https://marinio.peerduck.com/home-scuba-diving-2/)
21:08:31	25008/25008	---MCZ	200	added ('OK')	text/css	etag:W/%2264de82c3-61b0%22	https://marinio.b-cdn.net/wp-content/plugins/woocommerce/packages/woocommerce-blocks/build/packages-style.css?ver=10.6.5	C:/Users/nican/OneDrive/Escritorio/Cholo/cholo2/marinio.b-cdn.net/wp-content/plugins/woocommerce/packages/woocommerce-blocks/build/packages-style4031.css	(from https://marinio.peerduck.com/home-scuba-diving-2/)
21:08:31	33349/33349	---MCZ	200	added ('OK')	text/css	etag:W/%2264de82c3-8245%22	https://marinio.b-cdn.net/wp-content/plugins/woocommerce/packages/woocommerce-blocks/build/all-products.css?ver=10.6.5	C:/Users/nican/OneDrive/Escritorio/Cholo/cholo2/marinio.b-cdn.net/wp-content/plugins/woocommerce/packages/woocommerce-blocks/build/all-products4031.css	(from https://marinio.peerduck.com/home-scuba-diving-2/)
21:08:32	11098/11098	---MCZ	200	added ('OK')	text/css	etag:W/%2264de82c3-2b5a%22	https://marinio.b-cdn.net/wp-content/plugins/woocommerce/packages/woocommerce-blocks/build/all-reviews.css?ver=10.6.5	C:/Users/nican/OneDrive/Escritorio/Cholo/cholo2/marinio.b-cdn.net/wp-content/plugins/woocommerce/packages/woocommerce-blocks/build/all-reviews4031.css	(from https://marinio.peerduck.com/home-scuba-diving-2/)
21:08:32	32447/32447	---MCZ	200	added ('OK')	text/css	etag:W/%2264de82c4-7ebf%22	https://marinio.b-cdn.net/wp-content/plugins/woocommerce/packages/woocommerce-blocks/build/attribute-filter.css?ver=10.6.5	C:/Users/nican/OneDrive/Escritorio/Cholo/cholo2/marinio.b-cdn.net/wp-content/plugins/woocommerce/packages/woocommerce-blocks/build/attribute-filter4031.css	(from https://marinio.peerduck.com/home-scuba-diving-2/)
21:08:32	732/732	---MCZ	200	added ('OK')	text/css	etag:W/%2264de82c3-2dc%22	https://marinio.b-cdn.net/wp-content/plugins/woocommerce/packages/woocommerce-blocks/build/breadcrumbs.css?ver=10.6.5	C:/Users/nican/OneDrive/Escritorio/Cholo/cholo2/marinio.b-cdn.net/wp-content/plugins/woocommerce/packages/woocommerce-blocks/build/breadcrumbs4031.css	(from https://marinio.peerduck.com/home-scuba-diving-2/)
21:08:33	857/857	---MCZ	200	added ('OK')	text/css	etag:W/%2264de82c3-359%22	https://marinio.b-cdn.net/wp-content/plugins/woocommerce/packages/woocommerce-blocks/build/catalog-sorting.css?ver=10.6.5	C:/Users/nican/OneDrive/Escritorio/Cholo/cholo2/marinio.b-cdn.net/wp-content/plugins/woocommerce/packages/woocommerce-blocks/build/catalog-sorting4031.css	(from https://marinio.peerduck.com/home-scuba-diving-2/)
21:08:33	1367/1367	---MCZ	200	added ('OK')	text/css	etag:W/%2264de82c3-557%22	https://marinio.b-cdn.net/wp-content/plugins/woocommerce/packages/woocommerce-blocks/build/customer-account.css?ver=10.6.5	C:/Users/nican/OneDrive/Escritorio/Cholo/cholo2/marinio.b-cdn.net/wp-content/plugins/woocommerce/packages/woocommerce-blocks/build/customer-account4031.css	(from https://marinio.peerduck.com/home-scuba-diving-2/)
21:08:33	5498/5498	---MCZ	200	added ('OK')	text/css	etag:W/%2264de82c4-157a%22	https://marinio.b-cdn.net/wp-content/plugins/woocommerce/packages/woocommerce-blocks/build/featured-category.css?ver=10.6.5	C:/Users/nican/OneDrive/Escritorio/Cholo/cholo2/marinio.b-cdn.net/wp-content/plugins/woocommerce/packages/woocommerce-blocks/build/featured-category4031.css	(from https://marinio.peerduck.com/home-scuba-diving-2/)
21:08:34	5914/5914	---MCZ	200	added ('OK')	text/css	etag:W/%2264de82c3-171a%22	https://marinio.b-cdn.net/wp-content/plugins/woocommerce/packages/woocommerce-blocks/build/featured-product.css?ver=10.6.5	C:/Users/nican/OneDrive/Escritorio/Cholo/cholo2/marinio.b-cdn.net/wp-content/plugins/woocommerce/packages/woocommerce-blocks/build/featured-product4031.css	(from https://marinio.peerduck.com/home-scuba-diving-2/)
21:08:34	13600/13600	---MCZ	200	added ('OK')	text/css	etag:W/%2264de82c3-3520%22	https://marinio.b-cdn.net/wp-content/plugins/woocommerce/packages/woocommerce-blocks/build/mini-cart.css?ver=10.6.5	C:/Users/nican/OneDrive/Escritorio/Cholo/cholo2/marinio.b-cdn.net/wp-content/plugins/woocommerce/packages/woocommerce-blocks/build/mini-cart4031.css	(from https://marinio.peerduck.com/home-scuba-diving-2/)
21:08:34	24249/24249	---MCZ	200	added ('OK')	text/css	etag:W/%2264de82c3-5eb9%22	https://marinio.b-cdn.net/wp-content/plugins/woocommerce/packages/woocommerce-blocks/build/price-filter.css?ver=10.6.5	C:/Users/nican/OneDrive/Escritorio/Cholo/cholo2/marinio.b-cdn.net/wp-content/plugins/woocommerce/packages/woocommerce-blocks/build/price-filter4031.css	(from https://marinio.peerduck.com/home-scuba-diving-2/)
21:08:35	7537/7537	---MCZ	200	added ('OK')	text/css	etag:W/%2264de82c5-1d71%22	https://marinio.b-cdn.net/wp-content/plugins/woocommerce/packages/woocommerce-blocks/build/product-add-to-cart.css?ver=10.6.5	C:/Users/nican/OneDrive/Escritorio/Cholo/cholo2/marinio.b-cdn.net/wp-content/plugins/woocommerce/packages/woocommerce-blocks/build/product-add-to-cart4031.css	(from https://marinio.peerduck.com/home-scuba-diving-2/)
21:08:35	4290/4290	---MCZ	200	added ('OK')	text/css	etag:W/%2264de82c3-10c2%22	https://marinio.b-cdn.net/wp-content/plugins/woocommerce/packages/woocommerce-blocks/build/product-button.css?ver=10.6.5	C:/Users/nican/OneDrive/Escritorio/Cholo/cholo2/marinio.b-cdn.net/wp-content/plugins/woocommerce/packages/woocommerce-blocks/build/product-button4031.css	(from https://marinio.peerduck.com/home-scuba-diving-2/)
21:08:35	2334/2334	---MCZ	200	added ('OK')	text/css	etag:W/%2264de82c3-91e%22	https://marinio.b-cdn.net/wp-content/plugins/woocommerce/packages/woocommerce-blocks/build/product-categories.css?ver=10.6.5	C:/Users/nican/OneDrive/Escritorio/Cholo/cholo2/marinio.b-cdn.net/wp-content/plugins/woocommerce/packages/woocommerce-blocks/build/product-categories4031.css	(from https://marinio.peerduck.com/home-scuba-diving-2/)
21:08:36	3979/3979	---MCZ	200	added ('OK')	text/css	etag:W/%2264de82c3-f8b%22	https://marinio.b-cdn.net/wp-content/plugins/woocommerce/packages/woocommerce-blocks/build/product-image.css?ver=10.6.5	C:/Users/nican/OneDrive/Escritorio/Cholo/cholo2/marinio.b-cdn.net/wp-content/plugins/woocommerce/packages/woocommerce-blocks/build/product-image4031.css	(from https://marinio.peerduck.com/home-scuba-diving-2/)
21:08:37	985/985	---MCZ	200	added ('OK')	text/css	etag:W/%2264de82c3-3d9%22	https://marinio.b-cdn.net/wp-content/plugins/woocommerce/packages/woocommerce-blocks/build/product-image-gallery.css?ver=10.6.5	C:/Users/nican/OneDrive/Escritorio/Cholo/cholo2/marinio.b-cdn.net/wp-content/plugins/woocommerce/packages/woocommerce-blocks/build/product-image-gallery4031.css	(from https://marinio.peerduck.com/home-scuba-diving-2/)
21:08:37	1020/1020	---MCZ	200	added ('OK')	text/css	etag:W/%2264de82c4-3fc%22	https://marinio.b-cdn.net/wp-content/plugins/woocommerce/packages/woocommerce-blocks/build/product-query.css?ver=10.6.5	C:/Users/nican/OneDrive/Escritorio/Cholo/cholo2/marinio.b-cdn.net/wp-content/plugins/woocommerce/packages/woocommerce-blocks/build/product-query4031.css	(from https://marinio.peerduck.com/home-scuba-diving-2/)
